_id,text,label
o-dang_ethos_214,"its a good thing im not a commander or so in the police force,specially not during something like this,because the jail would be full of ppl waiting to be deported,if not dead",0.8333333333333334
o-dang_ethos_215,it takes a fat black bitch to say something super stupid,0.8333333333333334
o-dang_ethos_216,Islam! Lets beat their feminist ass.,0.8333333333333334
o-dang_ethos_217,Islam is a horrible religion and does no good for society as a whole........ Horrible! Horrible! Horrible!,0.8333333333333334
o-dang_ethos_218,Is this world filled by those stupid female bitches?,0.8333333333333334
o-dang_ethos_219,Indian Ned Flanders. You look like you professionally harrass subpar women on Facebook,0.8333333333333334
o-dang_ethos_220,If your fucking with a cool female is all good but if your fucking with a bitch you need to break her ass and shake her ass,0.8333333333333334
o-dang_ethos_221,If you are from Germany I will call you Nazi or Hitler. Then ill protest to hang you,0.8333333333333334
o-dang_ethos_222,If only he was black....He would be literally be behind bars faster than you can even imagine,0.8333333333333334
o-dang_ethos_223,"If I was your dad, I would have cut your penis and make you it, because it’s useless for you",0.8333333333333334
o-dang_ethos_224,I would donate for an asylum for all these weird kids missing a gene. ,0.8333333333333334
o-dang_ethos_225,I wonder why they didn' throw the fire booms in that cult when those Muslims were inside. That would have been one hell of a BBQ.,0.8333333333333334
o-dang_ethos_226,I wish HIV to your butthole male whore,0.8333333333333334
o-dang_ethos_227,"I WANT EVERYONE ELSE TO PAY FOR MY EDUCATION AND HEALTHCARE AND HOUSING, FUCK YOU WHITE PEOPLE GIVE ME YOUR MONEY WHITE PEOPLE FUCK",0.8333333333333334
o-dang_ethos_228,I really don’t like your accent. I don’t want to call support and call to rats like you. I want a cute lady with British accent to answer my call. You are third world pieces with no job to this planet,0.8333333333333334
o-dang_ethos_229,I love watching this cross believers get killed in their god’s place. Ha ha ,0.8333333333333334
o-dang_ethos_230,I love deaf people. I can scream on them and I can scold them,0.8333333333333334
o-dang_ethos_231,"I liked macklemore,  not anymore , gays should fucking die motherfuckers cocksukers",0.8333333333333334
o-dang_ethos_232,i like dead refugees on my shore√Ø¬ª¬ø,0.8333333333333334
o-dang_ethos_233,"I don’t know what mental disorder this kid had, but I would not stand him for a sec. I had beat the fuck out of him",0.8333333333333334
o-dang_ethos_234,I don’t care about your mental illness. I don’t want to pay tax for your damage brain,0.8333333333333334
o-dang_ethos_235,"i don't blame texas, trans should be looked down upon",0.8333333333333334
o-dang_ethos_236,I can spot a hitler in your blood. Aren’t you a German dude?,0.8333333333333334
o-dang_ethos_237,"Hopefully the non-white parasites will flee to a new host nation. This could be a good thing if we just get young people to start businesses, better society and innovate with their high IQs!",0.8333333333333334
o-dang_ethos_238,Hindus take my ass please,0.8333333333333334
o-dang_ethos_239,Hey Sweden do you remember back in time when your men were vikings and acted around like they had a dick between their leg... BLOCKED,0.8333333333333334
o-dang_ethos_240,He is the weirdest autistic I’ve seen in my life,0.8333333333333334
o-dang_ethos_241,He is right. Islam is indeed very pissful.,0.8333333333333334
o-dang_ethos_242,"Hating this church. Was a catholic one, right? Very happy to see it burn to dust",0.8333333333333334
o-dang_ethos_243,hahahahahahahahaha europ fuck you fucking nazis,0.8333333333333334
o-dang_ethos_244,GAYS WAS NEVER AFRICAN AND NEVER WILL BE SICK WHITE PEOPLE  GO FUCK EACH OTHER  LET US BE,0.8333333333333334
o-dang_ethos_245,"gas yourself, you aussies are all retarded",0.8333333333333334
o-dang_ethos_246,FUCKING NIGGER GO BACK TO AFRICA,0.8333333333333334
o-dang_ethos_247,Fucking Canada...stupid. I think the cold shrinks their brains.,0.8333333333333334
o-dang_ethos_248,Fuck this faggot. He's the disrespecting idiot brother in law that loves to start fights at family functions.You can't have conversations with assholes like him.,0.8333333333333334
o-dang_ethos_249,"Fuck that shit this bitch ugly and she has a penis,oh hell nawww!!!",0.8333333333333334
o-dang_ethos_250,Fuck Sweden. Let it die like the degenerates they are!,0.8333333333333334
o-dang_ethos_251,"Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck.",0.8333333333333334
o-dang_ethos_252,Feminism is a very terrible disease ,0.8333333333333334
o-dang_ethos_253,Fck  serbije  kill  them all,0.8333333333333334
o-dang_ethos_254,fat bitch....she need that black cucumber up her tight u know what....lmfaooo,0.8333333333333334
o-dang_ethos_255,Down syndrome? Problematic people must be dead,0.8333333333333334
o-dang_ethos_256,Don't live where you’re not wanted. Deport Jews and Muslims,0.8333333333333334
o-dang_ethos_257,Don't hit Women. Just fuck them and make them pregnant.,0.8333333333333334
o-dang_ethos_258,Do lesbians know what a bra is? It's always the fat ugly ones  who pick a fight.,0.8333333333333334
o-dang_ethos_259,Disabled kids are annoying and not cute.,0.8333333333333334
o-dang_ethos_260,deport these cunt asians,0.8333333333333334
o-dang_ethos_261,Dalit? Is this a name of religion or an atom of poo composition,0.8333333333333334
o-dang_ethos_262,Crazy fat religious bitch. Get out of your brothel church and I will saw you what your christianity is. You’ll meet your christ to heavens and hells ,0.8333333333333334
o-dang_ethos_263,Christians can get crazy religious and I get so f u c k i n g annoyed,0.8333333333333334
o-dang_ethos_264,"Chinky filthy guy, get out of US. Get out of our land.",0.8333333333333334
o-dang_ethos_265,"But women aren't people, so it's fine!",0.8333333333333334
o-dang_ethos_266,"Bulgars are Indo Europeans, Turks are not, you ignorant pakisven. Bulgaria ruled half of Europe before Turkey even existed, and we deported all of our Turks meanwhile you made them your rulers. Sven is a fake german country ruled by arabs.",0.8333333333333334
o-dang_ethos_267,buddhism and its people reminds off cows. ,0.8333333333333334
o-dang_ethos_268,"Black people are the most racist people I ever met. I√¢¬Ä¬ôm not even white, and I know this. Most blacks are racists!",0.8333333333333334
o-dang_ethos_269,Beware LBGQ community Shari Law is coming you guys will have to go back in closet to save your heads.,0.8333333333333334
o-dang_ethos_270,Beat that tranny's ass,0.8333333333333334
o-dang_ethos_271,Aren’t you ashamed about your body colour?,0.8333333333333334
o-dang_ethos_272,Are you mentally handicapped or this is your normal form? Both ways kill yourself please.,0.8333333333333334
o-dang_ethos_273,apparently east Asians commit less crime than us......well this is because they are submissive conformist losers..WHITE POWER,0.8333333333333334
o-dang_ethos_274,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.,0.8333333333333334
o-dang_ethos_275,All I know is the LGBT are human but I hope to God he will make you change your sick ass ways hopefully another soddom and ghomorra occurrence will happen amen,0.8333333333333334
o-dang_ethos_276,After traumatic brain injury turned gay. I don't know which is worst. Suicide is the way.,0.8333333333333334
o-dang_ethos_277,Abortion is a solution for autism,0.8333333333333334
o-dang_ethos_278,"A solution to the U.S. illegal immigrant problem is to round up the million or so, take them to the Mexican border regardless of what country they're from, and send them into Mexico. Maybe then when the Mexican border is over-run with immigrants will Mexico understand and help pay for a wall.",0.8333333333333334
o-dang_ethos_279,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster,0.8214285714285714
o-dang_ethos_280,WOW THIS GUY TALKS LIKE A RETARD HAHAHAHAHAH,0.75
o-dang_ethos_281,With no legs you are just a bag of meat in your household. Do them the favour and get dead already,0.75
o-dang_ethos_282,Why are niggers superior athletically to all other races?,0.75
o-dang_ethos_283,Those black people are fucking pale,0.75
o-dang_ethos_284,This channel is more dangerous than Islam,0.75
o-dang_ethos_285,"They hate: dogs, women, gays, christians, jews and infidels. Sure, let them all in. Only 250,000,000 want to kill us.",0.75
o-dang_ethos_286,Waitresses are cunts,0.7222222222222222
o-dang_ethos_287,"Roses are red. Your sweatshirt is blue. When a white girl gets raped, the suspect for sure is you!",0.6785714285714286
o-dang_ethos_288,"You really think that European People will like you if you humiliate Muslims? I think that's a big mistake because you're an Indian. I mean, they don' like you either so don' try to look cute. By the way, your accent sucks terribly my friend.",0.6666666666666666
o-dang_ethos_289,Wish you cut your veins. Don’t shout out you have mental problems. Act. Cut them,0.6666666666666666
o-dang_ethos_290,why the hell is this Norwegian speaking about our LAWS? SPEAK FOR YOUR OWN Scandinavian scam,0.6666666666666666
o-dang_ethos_291,Why don't they just use handicapped restrooms for the mentally challenged? Problem solved!,0.6666666666666666
o-dang_ethos_292,When you came into my country you knew you are going to be slave and work building shits. So shut up and take it cause otherwise am going to end you and get you out of here sand shit,0.6666666666666666
o-dang_ethos_293,When I see men running with those plastic legs I laugh my ass out so hard I fart some times,0.6666666666666666
o-dang_ethos_294,What about to shove your crutch to your ass  ,0.6666666666666666
o-dang_ethos_295,Well France is finally a shithole This is what happens when you do open borders now both sides are suffering,0.6666666666666666
o-dang_ethos_296,We have to take our power back as the superior gender. ,0.6666666666666666
o-dang_ethos_297,"Try to talk to me about your senseless, inane god and you will meet him again as soon as possible thanks to my hand bitch",0.6666666666666666
o-dang_ethos_298,"Those deaf people are like rats in dark places. They wouldn’t survive a day in post apocalypse event for sure, I would kick’em off to stole their supplies",0.6666666666666666
o-dang_ethos_299,"This muslim with his pumped up hood better run better run, faster than my bullet",0.6666666666666666
o-dang_ethos_300,This is what happens when you're a bitch and a cunt.  Looks like that guy called it correctly.  Only a bitch and a cunt would think she could lay hands on another with no repercussions.   Maybe after that seizure she won't be as much of a bitchy cunt.,0.6666666666666666
o-dang_ethos_301,"This is S-I-C-K If I ever seen a Girlyman like him go into the same lavatory as my wife, or daughter somebody better call the EMTs because the ONLY way SheHe is coming out will be on a Stretcher, or in a body bag! Just sayin..........",0.6666666666666666
o-dang_ethos_302,This is just crazy liberal satanic crap. Don't fall for it. There are only two genders and these people are just cofused psychos,0.6666666666666666
o-dang_ethos_303,The Whites Have dislike the documentary because they are mad at  the truth. #WhiteDevils,0.6666666666666666
o-dang_ethos_304,The brother is speaking the truth based on facts. In the U.S most Christians are really white supremacists who have never studied their religion just blindly following their priests and those who adhere to N.O.I. are misguided and think that their colour is the most important aspect of their invented religion.,0.6666666666666666
o-dang_ethos_305,That's what we should do here in a Us survey take them to FEMA camps and put the gas on these people are not coming from starvation destitute bad areas look how they're dressed their well-dressed well fed it's like a trojan horse and it's time we put them in the penal camps and get rid of them make use of the FEMA camp,0.6666666666666666
o-dang_ethos_306,That skin colour is the funniest one in combination with your eyes is perfect stupid,0.6666666666666666
o-dang_ethos_307,"Sorry, unlike Germany, I do not incinerate the mentally disabled.",0.6666666666666666
o-dang_ethos_308,She then suggests that the men who commented on her video should be killed.,0.6666666666666666
o-dang_ethos_309,Or maybe just don't follow degenerate sandnigger religions from the middle east?,0.6666666666666666
o-dang_ethos_310,"One needs to do a Pareto Analysis...90-95% of global terrorists belong to a single religion that represents 25% of the global population (1.25 billion in a 8 billion global population). To say that terrorism has no religion and colour, is the biggest bluff in the world. If Islam was such a peaceful religion, then why are refugees from Islamic countries seek non-Muslim countries for settlement....it is because they want to Islamise the world.",0.6666666666666666
o-dang_ethos_311,Now LGBT is okay in Islam. Go to get killed,0.6666666666666666
o-dang_ethos_312,No counting when Hispanics get probation if they do find them self in some trouble they get probation then get deported and if they come back boom there in violation of the probation we gave them but knowingly sent them back. Those rats are smart. Bunch of GOVERNMENT BULL SHIT,0.6666666666666666
o-dang_ethos_313,lowlife black animals,0.6666666666666666
o-dang_ethos_314,lesbians cant do math fucking mood lmao,0.6666666666666666
o-dang_ethos_315,Kill those pig eaters fuck those americunts send them to hell,0.6666666666666666
o-dang_ethos_316,Just nuke the entire shi*hole country,0.6666666666666666
o-dang_ethos_317,Jewish terrorist are killing innocent Palastinan who can't defend themselves...,0.6666666666666666
o-dang_ethos_318,Islam is a religion of peace.........and we will kill anyone that says otherwise..........in the name of Allah of course!,0.6666666666666666
o-dang_ethos_319,I'd get my money back if I were you. Your sex change was a complete failure.,0.6666666666666666
o-dang_ethos_320,"I wouldn’t like this girl as a police officer. I want police to keep me safe, she and every other woman cannot keep us safe they are week",0.6666666666666666
o-dang_ethos_321,I would smack them also but I'd be homophobic and in jail with ya!,0.6666666666666666
o-dang_ethos_322,"I would pull you over for your race, if I was a cop.",0.6666666666666666
o-dang_ethos_323,I would love to watch tearing apart every christian or muslim,0.6666666666666666
o-dang_ethos_324,I won’t let your Allah fuck my life. Convert to Christian or make your self and kids a favour and return back to your homelands,0.6666666666666666
o-dang_ethos_325,"I visited Melbourne from Los Angeles the first time in 2012.  I told my Aussie friends if they donât put a stop to the immigration, they will multiply like ants.   They laughed at me saying Oz is a big country.  I told them they have to look at it in terms of 50 years from now.  Being from LA, I see what the Mexicans have done to to this city.  Awful.   They multiply like ants and suck up the resources. $$$",0.6666666666666666
o-dang_ethos_326,"I thought that a big reason why it had to be africans, is their skin. It's an obvious marker to tell if someone is a slave. And even if they run, they're still black.",0.6666666666666666
o-dang_ethos_327,I thought kids with Down syndrome were not accepted by families!,0.6666666666666666
o-dang_ethos_328,"I think brown, black or dark-skinned people do choose to be slaves even now in 2019. He knows it is not superior to white dudes",0.6666666666666666
o-dang_ethos_329,I regret approaching that girl. Fuck our gynocentric society. I hate her and wish her to vanish like my feelings,0.6666666666666666
o-dang_ethos_330,"I mean it's great that you're proving that Asians are devolving, but you didn't finish making my iPhone...",0.6666666666666666
o-dang_ethos_331,I like big thick bitches to serve me my cocktail. They are good only for such things,0.6666666666666666
o-dang_ethos_332,I honestly hate China. U can disagree but after This I cant. Its a horrible place and Its horrible people,0.6666666666666666
o-dang_ethos_333,"I feel like in an AI apocalypse the AI would kill all humans who couldn't serve their purpose, so disabled people like this one would probably go because they often can't work as effectively",0.6666666666666666
o-dang_ethos_334,I don’t like this gender at all. I definitely wouldn’t hire any male bitch at ma shop,0.6666666666666666
o-dang_ethos_335,"I don’t like jew soap, but if we are to get rid of him well I will live it through",0.6666666666666666
o-dang_ethos_336,I don't care if he's Black white green Or Purple.  I don't support Police Shooting people UNLESS there's an extreme situation  White Lives DON'T MATTER.,0.6666666666666666
o-dang_ethos_337,I dare you to choke her next time. Every one of them,0.6666666666666666
o-dang_ethos_338,How does these frikin faggots get a whole month to themselves and veterans that actually do something incredible for us only get a day√∞¬ü¬ò¬§ I hate lgbt,0.6666666666666666
o-dang_ethos_339,"Honestly, go fuck yourself! bitch!",0.6666666666666666
o-dang_ethos_340,"he did the US a great service of killing them and stopping a crime wave and welfare leaches.  to bad he didnt have more of them in the truck. ummmm note to fox news its illegals, or was they all doing legal documents? or did i get something wrong. nope. they was illegals",0.6666666666666666
o-dang_ethos_341,Glad they beat his open ass,0.6666666666666666
o-dang_ethos_342,Fucking idiots. Keep them out. They change the culture. Take over small towns. Vote in their own people to rule the town. And start enforcing their religious beliefs on everyone. It CANNOT FUCKING HAPPEN. Stop them now while you still can.,0.6666666666666666
o-dang_ethos_343,FUCK THAT HOMO DUMB ASS PRICK!  SHOULDA LET HIM GET FUCKING EATEN!  ASSHOKE FUCKING WORTHLESS DICK.... NOBODY WOULD HAVE MISSED HIM!,0.6666666666666666
o-dang_ethos_344,Filthy Chinese ,0.6666666666666666
o-dang_ethos_345,Fat lesbians,0.6666666666666666
o-dang_ethos_346,Every girl on this planet curses her mother for their birth. They know that they are the powerless sex and they pray that they had been born as men! With dicks and stuff.,0.6666666666666666
o-dang_ethos_347,"Even when at the income advantage, niggers still get btfo because your race are monkeys trying to do human things. They should be extinguished",0.6666666666666666
o-dang_ethos_348,"Dude don’t talk about your sex, nowadays it is considered as the degraded one. I think the same",0.6666666666666666
o-dang_ethos_349,dexpraxia my ass girl. Cheap excuses to be lazy and get paid by our country. I bet you pretend to be like that,0.6666666666666666
o-dang_ethos_350,"Come out of the closet, we know you're in there, we'll bury you. ",0.6666666666666666
o-dang_ethos_351,Being blind would make me want suicide. Go kill yourself kid,0.6666666666666666
o-dang_ethos_352,Asians reminds me the world slavery or servitude,0.6666666666666666
o-dang_ethos_353,Arrest that fat ass bitch!,0.6666666666666666
o-dang_ethos_354,Are you sure you are a girl? That wig on your legs say: I WANT TO BE A BOY,0.6666666666666666
o-dang_ethos_355,"All that effort to not look like those other basic attention whores, yet you're clearly still a massive attention whore.",0.6666666666666666
o-dang_ethos_356,"A gay nigger however, can fake a hate crime for publicity and to help the Democrat Mafia pass an anti lynching bill, and he gets in no trouble.",0.6666666666666666
o-dang_ethos_357,“The superior race”… but cannot stand in the sun without literally burning the fuck up. Comical.,0.6666666666666666
o-dang_ethos_358,build that wall deport them all,0.603448275862069
o-dang_ethos_359,TERRORISTS ARE NOT ISLAMIC.........THEY ARE SATANIC......TERRORISTS INSULTING ISLAM KILL THOSE TERRORISTS......,0.5306122448979592
o-dang_ethos_360,you shoulda let him die,0.5
o-dang_ethos_361,Wow feminists are real hypocrites so it's OK for a woman to laugh at suicide attempts if it involves men but it's not OK for men to laugh at suicide attempts if it involves women talk about your double standard,0.5
o-dang_ethos_362,Why researchers invest their time on better wheelchairs? Those cunts did not deserve it!,0.5
o-dang_ethos_363,Whites smoke to much ciggssss and drugs shot those co. Down.. Just say no to drugs kids,0.5
o-dang_ethos_364,What imaginary gender are you?,0.5
o-dang_ethos_365,Well I thinks it ok to turn female to male because they then can be used in the military and be stronger but male to female shall be banned so I guess a form of trans is ok because it's better for the state,0.5
o-dang_ethos_366,"Two things are apparent: one, not a male and two, your ass is indeed sorry that it's been turned into a drive-in.",0.5
o-dang_ethos_367,this man is an inspiration. Has killed 900 people raped 250 women. I want to be like him. He is not scared of death. Not scared of anything.,0.5
o-dang_ethos_368,"this is why indian subs should only count 0,5",0.5
o-dang_ethos_369,They have the right to get there ass kicked all the way back across the border,0.5
o-dang_ethos_370,They are laughing and their countries are poor evil murderes and all corrupted good job.,0.5
o-dang_ethos_371,These dogs lie through their teeth so that they can come here and set up jihad on the infidels.,0.5
o-dang_ethos_372,There was a protest today in Birmingham against hate. It was so great to see Muslims and Gays marching together in unity.,0.5
o-dang_ethos_373,"The worst nightmare for people of Paris, Europe and World in general. Devastated by this monstrous act. I hope death to the fucking culprits. Die to hell",0.5
o-dang_ethos_374,The world before white people. 1 word 8 letters. PEACEFUL,0.5
o-dang_ethos_375,"The Problem with Islam is that they think they have the right to tell other Human beings what to do or how to be a good Person. What is right and what is wrong. If for example 2 Men love each other, they hurt nobody but you think your God told you to stop them. Who are you to interfere in other ppls Life? Non of your Business! If you think they will Burn for that, then let it be at that. But no, you think you have to stop them bc your God told you. Thats the thing!",0.5
o-dang_ethos_376,The older Hispanic woman shouldn't have been on this episode. Her view on everything was so shallow and 'ass-kissy'. The story about her brother in law being killed by an illegal alien Im truly sorry for their lost and I hate to sound insensitive but ANYBODY could've killed him. INCLUDING A LEGAL CITIZEN OF THE UNITED STATES THEYRE ARE TWISTED PEOPLE EVERYWHERE don't pull the illegal alien card on violence bc that's an everyday part of life in the US with or WITHOUT people coming here illegally,0.5
o-dang_ethos_377,"The male gene is stronger, as it should be of course. Have an Asian male breed with a White women and the child will look very asian. Reverse it and the child will look mush more whiter",0.5
o-dang_ethos_378,the fat bitches are annoying as hell,0.5
o-dang_ethos_379,The best we thing we can do is Sterilize these women and try to save the children.,0.5
o-dang_ethos_380,That whore has better eyelashes than any other women,0.5
o-dang_ethos_381,that punch turned that immigrants jaw direction to nigeria,0.5
o-dang_ethos_382,Syria has a religion problem.,0.5
o-dang_ethos_383,Slow death to people like you,0.5
o-dang_ethos_384,"seriously, any arab or turks i've ever met had something to do with crime, either he or someone of his family.",0.5
o-dang_ethos_385,Put a woman to abuse that fat woman and don’t put a kind guy,0.5
o-dang_ethos_386,Perfect place for Lana- China and Myanmar. No trouble there. They know how to handle those pigs.,0.5
o-dang_ethos_387,Pale cancer! Back to your west pacific ocean,0.5
o-dang_ethos_388,ONLY LEGAL IMMIGRANTS... Like the hero officer Singh murdered in the line of duty.    NO TO ILLEGAL ALIENS THEY DO NOT BELONG HERE. Deport today,0.5
o-dang_ethos_389,"On todays episode of ""Guess That Gender""",0.5
o-dang_ethos_390,"Oh GOD YES!!!! Feel the shrapnel pierce through your skin, let the fire consume your flesh and lay lifeless on the unforgiving sand that seeps into your wounds. Your screams is what gives Murcia the fuck yeah in the most patriotic songs on earth. BURN IN HELL YOU GOATS !!!",0.5
o-dang_ethos_391,Most Americans are nazis or kkk members so they elected  Trump.,0.5
o-dang_ethos_392,"Magnificient. Contrary to what the media reports, I have hope for the people of Europe to expel these leeches.",0.5
o-dang_ethos_393,LMAO while watching this church burn,0.5
o-dang_ethos_394,Killing me to see gays treated like that. I think lesbians are being more privileged by people,0.5
o-dang_ethos_395,Just a little work on the eyebrows and you could be a waitress by day and an annoying freeloader at some dudes house at night.,0.5
o-dang_ethos_396,It's so sick and sad that young people will think of the concept of clout like rap niggers invented it because they aren't even properly taught about the english language anymore.,0.5
o-dang_ethos_397,Is that your nose or is that Thor's Hammer?,0.5
o-dang_ethos_398,"In my dream I wished you have died! Don't call yourself man, while talking like queen.",0.5
o-dang_ethos_399,Ill vote for you if you forbid people that cannot hear to have driver licences. They are clearly threads,0.5
o-dang_ethos_400,If only there was a way to get children without having to get women pregnant we had them all ready killed,0.5
o-dang_ethos_401,Idiots as always. Religion is the most stupid thing you humans invented.,0.5
o-dang_ethos_402,I would beat the shit out of every Russian,0.5
o-dang_ethos_403,I notice that the LGBT cancer is starting to slowly affect SA countries like Japan.,0.5
o-dang_ethos_404,"I hate being a man, wish I was a lady and no man on earth existed",0.5
o-dang_ethos_405,I guess God is white.... ,0.5
o-dang_ethos_406,I didn't know future gay gym teachers had to take AIDS tests.,0.5
o-dang_ethos_407,"I can' stand feminist. I like men being manly and I like being treated like a lady. Dear men, if a woman asks for your help, ask if they are feminist. If they say yes, then remind them they can do everything without men and don' help them.",0.5
o-dang_ethos_408,"Humans with third leg I hope to distinct soon, with much love",0.5
o-dang_ethos_409,How is it to have a kid acting like a sloth or like a pug dog? Isn’t it hard? In your place I’d put it in a dedicated institute for problematics and pay a visit each year at max,0.5
o-dang_ethos_410,How can Europe allow millions of rapists animals to go there ?,0.5
o-dang_ethos_411,How can anyone be converted forcebly? What profits Christianity. May be Hindu groups are jealous of Christians up coming. They want Christians to be Hindu goons. Who is that tied saffron on forehead. Is he gaurdian of Hinduism like Shankar Acharya or Vivekananda?,0.5
o-dang_ethos_412,HOPE THEY KNOCK HER ASS TO THE GROUND AND RIP HER DRESS OFF AND SHAME HER....NOW THATS A POWERFUL IMAGE.,0.5
o-dang_ethos_413,Hello I'm calling from tech support *with Indian accent*,0.5
o-dang_ethos_414,Go bleach yourself black pussy doll and then come talk to me,0.5
o-dang_ethos_415,"Generally speaking, most women are lazy and worthless not all, but most.",0.5
o-dang_ethos_416,fucking slut deserved it,0.5
o-dang_ethos_417,Fuck a freaking church brought together people. Well that’s power no matter fact,0.5
o-dang_ethos_418,France let them refugees in and this what happened fucking animals,0.5
o-dang_ethos_419,Every female-dominated job: low skill; minimal education required; not much physical exertion; indoors; tightly controlled hours.,0.5
o-dang_ethos_420,Easter is the most silly holiday ever existed. It must be stopped. Shame shame shame,0.5
o-dang_ethos_421,Do the world a favor and pour some bleach into that glass,0.5
o-dang_ethos_422,Disgusting sick queer kill yourself,0.5
o-dang_ethos_423,Disability centres all around the world. That’s were our money goes. Let’s take em down,0.5
o-dang_ethos_424,Come and kill my wife,0.5
o-dang_ethos_425,Catholicism is the beast that comes out of daniels dream interpretation.,0.5
o-dang_ethos_426,"By calling period, a natural procedure, as an excuse it degrades their gender. I suppose I agree with that though they are degraded anyways",0.5
o-dang_ethos_427,"Believe me, whites are superior in every way to nips and Western countries are prosperous specifically because of those racial differences.",0.5
o-dang_ethos_428,"Anti-LGBT people ,How sad and ignorant...I cant believe it..How how ??? can they not see how STUPID they are?????",0.5
o-dang_ethos_429,All people are fucked up because of these queer thing because y'all realize how shitty gender roles are and how absurd is to see it in reverse genders roles,0.5
o-dang_ethos_430,Actually THIS WEIRD PEOPLE are HARMFUL! They need medications. His mother should have know he is like this and to not deny it,0.5
o-dang_ethos_431,ABU DA BI ABA DU BA BA HAMUD! See? I’m an arab priest too. This is how they sound. right? They are jokes,0.5
o-dang_ethos_432,a homo? so you fuck your brother instead of your sister?,0.5
o-dang_ethos_433,(((They))) will be chased out of every white country and hunted down like the animals they are for their evil schemes and plots,0.5
o-dang_ethos_434,men and women are not equal.  irrational contrary belief and policy only result in mounting failure.,0.4
o-dang_ethos_435,I'm very sad about this fucking situation with all this muslims,0.4
o-dang_ethos_436,You look like someone who would do an electric wheelchair race with Stephen Hawking.,0.3333333333333333
o-dang_ethos_437,"You can ask me to call you a male, but you'll always be a woman",0.3333333333333333
o-dang_ethos_438,"Yo, if I’m going to hell for being homosexual, why did god make me like this?",0.3333333333333333
o-dang_ethos_439,"Why are people so dumb? The police were yelling at everyone to get out of the area yet people just stood there or recorded, guess they want to die.",0.3333333333333333
o-dang_ethos_440,White police officers are always the victims.,0.3333333333333333
o-dang_ethos_441,WHAT THE FUCK IS THIS ??!????! Disgusting! Absolutely disgusted and disappointed in Today's America.,0.3333333333333333
o-dang_ethos_442,Well..congratulations u loose one of ur subscriber.... shame on u guys u guys sick.,0.3333333333333333
o-dang_ethos_443,We need to exterminate people that subject children to such Perversion,0.3333333333333333
o-dang_ethos_444,We are repeating our past before it used to Germany and Jews now its China and Muslims,0.3333333333333333
o-dang_ethos_445,"Trumps a liar and an idiot, a douche bag , Narcissist, and Zionist boot licker.",0.3333333333333333
o-dang_ethos_446,"Those illegals want to sue the company for money owed.  What about the money they owe  America. It cost money to educated, medical care, welfare, ect.",0.3333333333333333
o-dang_ethos_447,"this women has to be some sort of psychopath but it goes both ways, if either a male or a female are in a toxic relationship they need to get help, the sooner the better.",0.3333333333333333
o-dang_ethos_448,This people are treating women like dogs!!!!!!,0.3333333333333333
o-dang_ethos_449,This fuckhead makes me ashamed of being Jewish. Shit people like him are destroying everything  ,0.3333333333333333
o-dang_ethos_450,This cop had to get him under arrest for walking like that freely out in public. Problematics must be stay home locked. Sue her parents.,0.3333333333333333
o-dang_ethos_451,They'll get to know homosexuality anyways. I don't get what's wrong with most of the people nowadays. If you don't teach about homosexuality then stop teaching about heterosexuality also.,0.3333333333333333
o-dang_ethos_452,"there's nowhere in the world where woman are equal. how about in all the places where they are president or prime minister or queen... how about in America, Australia, Canada, Britain, Scandinavia, France... shall I go on? Like honestly woman u live in an equal world. Stop being so self-obsessed and stop refusing to look at the facts. Women are already equal to men and have been for a long time.",0.3333333333333333
o-dang_ethos_453,There was one facility opened in the US to provide shelter for abused men. Feminist protested until it was closed. Now there are none.,0.3333333333333333
o-dang_ethos_454,"There is more history of men hitting women with no provocations. So, that is where the ""no hitting women"" comes from. Ijs...let's be real. However, I have never hit a man or kicked him in the balls. I'm from the school of ""you hit me, imma hit you back""! Man, woman, child you can get it. And trust ima TRY to hit you harder than you hit me bc, you dont want this smoke. However, I do not stand with women hitting men and not EXPECTING retaliation. That's wack. Put your grown panties on and take the consequences. Slaps, punches and especially ball kicking should only be used to get away from an attack, not a reason to prove your point or your emotions.  I dont think this is about equality bc men/women can be douches! This is about an equal response to a unprovoked attack against ANY GENDER.",0.3333333333333333
o-dang_ethos_455,There are the most Evil realigion than Cristian right now Europe american and Asia and Australia as puertorican they are discusting mind craquers as a San Bernardian bravo Mr president,0.3333333333333333
o-dang_ethos_456,The wheelchaired woman was actually scary,0.3333333333333333
